NO LON-DEG LON-MIN LON-SEC LON-EW LAT-DEG LAT-MIN LAT-SEC LAT-NS CITY_NAME CNTRY_NAME POP
1671 32° 15' 54.0012" E 48° 30' 28.8072" N Kirovohrad Ukraine 249454
1672 24° 52' 58.8085" E 44° 51' 14.4072" N Pitesti Romania 167669
1673 13° 24' 38.9170" E 42° 21' 33.9695" N Aquila Italy 68503
1674 20° 37' 19.1905" E 52° 52' 55.2073" N Ciechanow Poland 46438
1675 28° 49' 47.9902" E 46° 59' 59.9931" N Chisinau Moldova 635994
1676 22° 39' 21.5906" E 44° 38' 16.8071" N Drobeta--Turmu-Sererin Romania 102346
1677 44° 23' 27.5904" E 35° 28' 08.4003" N Kirkuk Iraq 601433
1678 19° 41' 31.2014" E 52° 32' 41.9894" N Plock Poland 127474
1679 12° 31' 11.9976" E 41° 52' 47.9894" N Rome Italy 2563241
1680 24° 22' 15.6049" E 44° 26' 05.9930" N Slatina Romania 78988
1681 30° 44' 00.0074" E 46° 28' 00.0015" N Odesa Ukraine 1001558
1682 18° 25' 48.0083" E 43° 52' 11.9855" N Sarajevo Bosnia-&-Herzegovina 696731
1683 23° 48' 46.8050" E 44° 19' 30.0002" N Craiova Romania 304142
1684 28° 48' 21.6119" E 45° 10' 48.0001" N Tulcea Romania 92475
1685 43° 52' 30.0015" E 34° 11' 38.3891" N Samarra Iraq 158508
1686 21° 00' 42.7585" E 52° 14' 41.8058" N Warsaw Poland 1702139
1687 20° 04' 59.8886" E 42° 19' 59.8799" N Bajram-Curri Albania 7967
1688 22° 16' 44.3868" E 52° 10' 04.7856" N Siedlce Poland 76772
1689 25° 17' 12.1429" E 43° 54' 05.8715" N Alexandria Romania 49346
1690 29° 46' 44.4086" E 62° 35' 52.7890" N Joensuu Finland 53388
1691 19° 31' 40.8088" E 42° 04' 26.4035" N Shkoder Albania 88245
1692 37° 19' 59.8668" E 31° 19' 59.8871" N An-Nabk Saudi-Arabia 49372
1693 27° 17' 06.0118" E 61° 41' 23.9858" N Mikkeli Finland 46550
1694 20° 08' 31.2016" E 51° 57' 35.9889" N Skierniewice Poland 49042
1695 19° 39' 14.4085" E 41° 47' 16.7966" N Lezhe Albania 18695
1696 35° 36' 00.0160" E 30° 50' 00.0023" N At-Tafilah Jordan 25429
1697 23° 14' 13.2051" E 43° 24' 50.4070" N Montana Bulgaria 47445
1698 19° 27' 14.4160" E 41° 19' 37.2035" N Durres Albania 122034
1699 24° 28' 19.1977" E 60° 59' 49.1856" N Hameenlinna Finland 47261
1700 19° 41' 27.6049" E 51° 24' 32.3966" N Piotrkow-Trybunalski Poland 80128
1701 36° 36' 00.0120" E 28° 22' 59.8803" N Tabuk Saudi-Arabia 455450
1702 24° 43' 08.4158" E 43° 08' 16.7965" N Lovec Bulgaria 42211
1703 26° 42' 32.4120" E 60° 52' 33.5999" N Kouvola Finland 31133
1704 19° 34' 22.8087" E 40° 43' 48.0142" N Fier Albania -999
1705 41° 45' 00.0051" E 27° 28' 00.1342" N Ha'il Saudi-Arabia -999
1706 21° 09' 28.8051" E 51° 23' 45.6107" N Radom Poland 226794
1707 19° 29' 24.0159" E 40° 28' 19.2036" N Vlore Albania 89546
1708 23° 19' 54.7334" E 42° 42' 26.1650" N Sofia Bulgaria 1152556
1709 24° 58' 36.1249" E 60° 11' 47.1084" N Helsinki Finland 558457
1710 20° 37' 55.1870" E 50° 52' 22.8142" N Kielce Poland 208598
1711 44° 07' 59.8814" E 26° 19' 59.8726" N Buraydah Saudi-Arabia 391336
1712 25° 27' 32.4083" E 44° 56' 16.7965" N Targoviste Romania 88435
1713 20° 24' 45.2104" E 44° 47' 58.8409" N Belgrade Serbia 1273651
1714 18° 59' 59.9977" E 50° 15' 59.9941" N Katowice Poland 317316
1715 24° 45' 00.0011" E 59° 25' 00.0046" N Tallinn Estonia 394024
1716 36° 33' 57.6050" E 32° 42' 21.6000" N As-Suwayda Syria 59052
1717 19° 24' 00.0155" E 42° 29' 59.9926" N Podgorica Montenegro 136473
1718 26° 02' 13.2012" E 44° 56' 09.6035" N Ploiesti Romania 228851
1719 35° 44' 09.6122" E 30° 11' 31.2109" N Ma'an Jordan -999
1720 20° 40' 59.8668" E 40° 19' 59.8873" N Erseke Albania 7890
1721 27° 22' 55.1871" E 44° 34' 11.9927" N Slobozia Romania 52693
1722 33° 49' 59.8957" E 27° 13' 59.8729" N Al-Ghurdaqah Egypt 95622
1723 19° 03' 10.8011" E 49° 49' 15.6107" N Bielsko-Biala Poland 176515
1724 24° 02' 59.9939" E 56° 52' 48.0001" N Riga Latvia 742572
1725 39° 41' 59.9980" E 24° 25' 47.9859" N Medina Saudi-Arabia 1300000
1726 21° 26' 00.0184" E 41° 59' 00.0059" N Skopje FYR-of-Macedonia 474889
1727 18° 15' 43.1976" E 49° 49' 08.3856" N Ostrava Czech-Republic 313088
1728 26° 07' 22.6863" E 44° 25' 49.7281" N Bucharest Romania 1877155
1729 32° 00' 00.0159" E 62° 59' 59.9998" N Karelia Russia -999
1730 20° 39' 50.4016" E 40° 53' 59.9857" N Pogradec Albania -999
1731 35° 00' 00.0050" E 32° 46' 00.1054" N Haifa Israel 267300
1732 34° 52' 00.1284" E 31° 55' 00.1202" N Ramla Israel 63860
1733 27° 24' 39.6121" E 44° 12' 14.4146" N Calarasi Romania 69167
1734 20° 45' 59.9881" E 40° 37' 00.0333" N Korce Albania 58259
1735 34° 48' 00.0119" E 31° 14' 59.9928" N Beersheba Israel 186600
1736 19° 09' 00.0085" E 48° 43' 11.9892" N Banska-Bystrica Slovakia 82336
1737 25° 41' 23.9868" E 66° 29' 27.6037" N Rovaniemi Finland 34781
1738 25° 50' 23.9975" E 43° 55' 47.9965" N Giurgiu Romania 69067
1739 20° 51' 10.8011" E 39° 39' 28.7856" N Ioannina Greece 64012
1740 26° 32' 09.5872" E 43° 32' 02.3962" N Razgrad Bulgaria 38285
1741 25° 20' 06.0016" E 64° 58' 22.7931" N Oulu Finland 128618
1742 17° 07' 47.9908" E 48° 08' 59.9998" N Bratislava Slovakia 423737
1743 33° 48' 00.0159" E 31° 07' 59.8946" N El'Arish Egypt -999
1744 27° 54' 25.2087" E 43° 12' 21.6109" N Varna Bulgaria 312770
1745 27° 41' 31.2051" E 62° 53' 34.7966" N Kuopio Finland 89104
1746 22° 25' 08.4011" E 39° 38' 23.9856" N Larisa Greece 128758
1747 27° 27' 50.4155" E 42° 31' 40.7891" N Burgas Bulgaria 195966
1748 34° 46' 11.9903" E 32° 02' 42.0144" N Tel-Aviv-Yafo Israel 378358
1749 17° 38' 16.8083" E 47° 40' 40.8144" N Gyor Hungary 128265
1750 25° 44' 52.8048" E 62° 14' 41.9963" N Jyvaskyla Finland 85026
1751 19° 42' 57.6119" E 40° 56' 24.0038" N Lushnje Albania 41469
1752 28° 37' 51.5942" E 44° 07' 58.8106" N Constanta Romania 303399
1753 34° 26' 45.5905" E 31° 31' 26.4109" N Gaza-City Gaza-Strip 410000
1754 18° 25' 58.7978" E 47° 32' 59.9895" N Tatabanya Hungary 70541
1755 30° 14' 59.9976" E 59° 54' 59.9871" N Saint-Petersburg Russia 4039745
1756 35° 25' 00.1248" E 33° 34' 59.8873" N Sidon Lebanon 163554
1757 20° 11' 59.9868" E 40° 52' 00.1053" N Gramsh Albania 11556
1758 29° 00' 21.6050" E 41° 03' 57.6035" N Istanbul Turkey 11174257
1759 29° 55' 22.8082" E 40° 46' 26.3854" N Kocaeli Turkey 196571
1760 31° 16' 44.3871" E 58° 32' 56.3858" N Novgorod Russia 215062
1761 35° 27' 00.0052" E 33° 22' 59.8942" N Nabatiyet-et-Tahta Lebanon -999
1762 19° 05' 38.4156" E 47° 30' 53.9855" N Budapest Hungary 1696128
1763 30° 24' 00.0083" E 40° 45' 59.9798" N Sakarya Turkey 286787
1764 19° 58' 19.1978" E 40° 42' 35.9891" N Berat Albania 46866
1765 29° 04' 30.0154" E 40° 11' 45.5925" N Bursa Turkey 1412701
1766 28° 20' 45.6159" E 57° 49' 01.1963" N Pskov Russia 201990
1767 35° 16' 59.8919" E 32° 41' 59.9889" N Nazareth Israel 64800
1768 20° 13' 59.8672" E 40° 31' 00.1342" N Corovode Albania 14046
1769 29° 58' 58.7871" E 40° 08' 59.9962" N Bilecik Turkey 40285
1770 18° 24' 36.0160" E 47° 11' 27.5856" N Szekesfehervar Hungary 101600
1771 40° 38' 46.1773" E 64° 31' 14.4013" N Arkangel'sk Russia 356051
1772 30° 31' 08.4011" E 39° 47' 02.3859" N Eskisehir Turkey 514869
1773 36° 17' 59.9904" E 33° 29' 59.9930" N Damascus Syria 1569394
1774 20° 01' 59.8741" E 40° 16' 59.8728" N Tepelene Albania 11955
1775 17° 54' 39.5978" E 47° 05' 27.5894" N Veszprem Hungary 62023
1776 29° 58' 47.9976" E 39° 25' 08.4037" N Kutahya Turkey 185008
1777 20° 21' 07.1906" E 40° 14' 02.3854" N Permet Albania 10686
1778 17° 47' 38.3975" E 46° 21' 39.5927" N Kaposvar Hungary 67746
1779 30° 32' 23.9905" E 38° 45' 50.3964" N Afyon Turkey -999
1780 39° 52' 37.2087" E 59° 13' 37.2071" N Vologda Russia 294889
1781 35° 49' 30.0155" E 33° 07' 12.0003" N Al-Qunaytirah Syria 36143
1782 20° 08' 56.4086" E 40° 04' 44.3928" N Gjirokaster Albania 23437
1783 18° 42' 46.7942" E 46° 20' 38.3893" N Szekszard Hungary 34174
1784 29° 24' 28.8158" E 38° 40' 55.2000" N Usak Turkey 152862
1785 36° 06' 18.0119" E 32° 37' 30.0002" N Dar'a Syria -999
1786 19° 59' 59.9943" E 39° 52' 37.2073" N Sarande Albania 15147
1787 18° 13' 30.0012" E 46° 04' 29.9858" N Pecs Hungary 156649
1788 32° 28' 55.1978" E 37° 52' 40.8106" N Konya Turkey 875530
1789 35° 51' 39.6160" E 32° 33' 25.1857" N Irbid Jordan 307480
1790 40° 56' 41.9870" E 57° 45' 39.6034" N Kostroma Russia 277656
1791 29° 05' 09.6084" E 37° 46' 37.1857" N Denizli Turkey 313238
1792 21° 40' 48.0051" E 50° 34' 51.5961" N Tarnobrzeg Poland 50459
1793 36° 13' 59.8740" E 32° 16' 59.8691" N Al-Mafraq Jordan 57118
1794 30° 33' 25.1940" E 37° 45' 53.9963" N Isparta Turkey 172334
1795 19° 55' 11.9904" E 39° 37' 11.9927" N Kerkya Greece 27003
1796 30° 17' 00.0072" E 37° 42' 59.9761" N Burdur Turkey 66158
1797 19° 56' 41.9979" E 50° 03' 43.1856" N Krakow Poland 755050
1798 39° 51' 28.8123" E 57° 36' 25.2073" N Yaroslavl Russia 606730
1799 28° 22' 01.2047" E 37° 13' 12.0144" N Mugla Turkey 48183
1800 36° 04' 00.1175" E 32° 04' 59.8766" N Az-Zarqa' Jordan 792665
1801 22° 00' 57.5938" E 50° 02' 38.3856" N Rzeszow Poland 158382
1802 30° 42' 32.3977" E 36° 53' 34.7930" N Antalya Turkey 758188
1803 41° 01' 12.0085" E 57° 00' 43.2109" N Ivanovo Russia 420839
1804 20° 25' 59.8919" E 41° 40' 59.8872" N Peshkopi Albania 14848
1805 35° 43' 22.7941" E 32° 02' 34.7892" N As-Salt Jordan 80189
1806 20° 59' 34.8154" E 50° 00' 25.1892" N Tarnow Poland 117799
1807 20° 26' 02.3869" E 42° 04' 58.8035" N Kukes Albania 17832
1808 40° 05' 16.7942" E 44° 36' 10.8037" N Majkop Russia 158451
1809 35° 55' 00.0096" E 56° 52' 00.0156" N Tver Russia 400212
1810 40° 59' 20.3904" E 43° 00' 25.2143" N Sokhumi Georgia 81546
1811 21° 45' 17.9938" E 49° 41' 27.5929" N Krosno Poland 47784
1812 19° 52' 59.8955" E 42° 01' 59.8905" N Puke Albania 6495
1813 39° 13' 33.5868" E 38° 40' 51.6036" N Elazig Turkey 298004
1814 35° 55' 58.4596" E 31° 56' 57.7641" N Amman Jordan 1275857
1815 43° 56' 26.4243" E 56° 17' 22.8192" N Gor'kiy Russia 1284164
1816 38° 18' 32.4157" E 38° 21' 18.0107" N Malatya Turkey 441805
1817 35° 42' 10.8011" E 31° 10' 47.9853" N Al-Karak Jordan -999
1818 20° 42' 07.1939" E 49° 37' 22.8106" N Nowy-Sacz Poland 84376
1819 19° 49' 00.1359" E 41° 46' 59.8835" N Rreshen Albania 10064
1820 38° 16' 44.3942" E 37° 45' 53.9963" N Adiyaman Turkey 223744
1821 34° 19' 58.8083" E 61° 46' 58.8072" N Petrozavodsk Russia 265025
1822 35° 13' 30.7826" E 31° 46' 25.4784" N Jerusalem Israel 714000
1823 40° 22' 26.4012" E 56° 08' 49.2146" N Vladimir Russia 310024
1824 36° 56' 13.1978" E 37° 35' 09.5926" N Kahramanmaras Turkey 376045
1825 39° 42' 18.0120" E 54° 35' 56.4146" N Ryazan Russia 520173
1826 50° 08' 59.9938" E 53° 11' 59.9967" N Kuybyskev Russia 1134730
1827 19° 49' 33.6052" E 48° 06' 17.9999" N Salgotarjan Hungary 39640
1828 20° 00' 57.6013" E 41° 37' 33.5964" N Burrel Albania 15405
1829 35° 27' 32.4052" E 31° 51' 10.7926" N Ariha West-Bank -999
1830 41° 25' 01.2047" E 52° 43' 19.2001" N Tambov Russia 290933
1831 45° 00' 10.7908" E 53° 11' 49.2072" N Penza Russia 512602
1832 38° 47' 49.2088" E 37° 09' 32.4070" N Sanhurfa Turkey -999
1833 19° 47' 49.2123" E 41° 31' 08.3931" N Kruje Albania 21286
1834 39° 39' 36.0121" E 52° 37' 08.4144" N Lipetsk Russia 515655
1835 41° 01' 59.8959" E 30° 58' 59.8838" N Ar'ar Saudi-Arabia -999
1836 45° 57' 10.8050" E 51° 29' 27.5929" N Saratov Russia 863725
1837 20° 47' 59.9977" E 48° 06' 17.9999" N Miskolc Hungary 172637
1838 37° 23' 23.9868" E 37° 04' 08.4072" N Aintab Turkey 1065975
1839 19° 49' 55.2157" E 41° 19' 55.1853" N Tirana Albania 374801
1840 40° 07' 59.8956" E 29° 59' 59.9891" N Sakakah Saudi-Arabia 128332
1841 44° 29' 02.4124" E 48° 42' 35.9927" N Volgograd Russia 1011417
1842 20° 22' 58.8086" E 47° 53' 42.0109" N Eger Hungary 56647
1843 51° 56' 00.0218" E 47° 07' 00.0263" N Atyrau Kazakhstan 180000
1844 20° 22' 00.1323" E 41° 12' 00.0073" N Librazhd Albania 12691
1845 44° 38' 34.7904" E 33° 44' 38.3889" N Ba-qubah Iraq 152550
1846 21° 14' 59.9979" E 48° 41' 59.9963" N Kosice Slovakia 236563
1847 42° 03' 46.8120" E 44° 16' 55.1927" N Cherkessk Russia 116224
1848 39° 41' 16.8085" E 47° 13' 55.2002" N Rostov-on-Don Russia 1074482
1849 20° 05' 34.8157" E 41° 07' 01.2145" N Elbasan Albania 100903
1850 47° 59' 59.9905" E 46° 15' 00.0035" N Astrakhan Russia 502533
1851 43° 18' 43.1870" E 33° 25' 55.2107" N Ar-Ramadi Iraq 274539
1852 65° 19' 58.7942" E 55° 26' 20.4034" N Kurgan Russia 343129
1853 34° 10' 15.6087" E 39° 08' 31.1967" N Kirsehir Turkey 94336
1854 21° 43' 19.2156" E 47° 57' 25.2143" N Nyiregyhaza Hungary 116298
1855 44° 23' 52.7980" E 33° 20' 02.4074" N Baghdad Iraq 5672513
1856 35° 28' 44.3975" E 38° 43' 51.5853" N Kayseri Turkey 592840
1857 22° 26' 02.4122" E 38° 53' 56.3966" N Lamia Greece 47246
1858 41° 57' 46.8157" E 45° 03' 32.4144" N Stavropol Russia 363064
1859 22° 18' 39.6014" E 48° 37' 19.1853" N Uzhhorod Ukraine 117878
1860 61° 23' 34.7867" E 55° 08' 41.9929" N Chelyabinsk Russia 1062919
1861 44° 01' 30.0123" E 32° 36' 50.4072" N Karbala' Iraq 434450
1862 21° 38' 27.6157" E 47° 31' 55.1889" N Debrecen Hungary 204124
1863 34° 43' 26.3940" E 38° 37' 26.4142" N Nevsehir Turkey 75527
1864 63° 36' 36.0086" E 53° 12' 07.1891" N Kostanay Kazakhstan 210000
1865 44° 26' 45.5867" E 32° 29' 49.2069" N Al-Hillah Iraq 289709
1866 34° 41' 38.4051" E 37° 58' 33.6145" N Nigde Turkey 91039
1867 21° 52' 59.4347" E 38° 08' 28.4460" N Patras Greece 163360
1868 44° 13' 58.8083" E 46° 16' 01.2070" N Elista Russia 106971
1869 20° 11' 16.7979" E 47° 10' 11.9962" N Szolnok Hungary 75474
1870 57° 13' 51.6013" E 50° 16' 15.6109" N Aktyubinsk Kazakhstan 262457
1871 44° 55' 40.8015" E 31° 59' 13.1964" N Ad-Diwaniyah Iraq 318801
1872 36° 36' 36.0084" E 50° 35' 49.2037" N Belgorod Russia 345289
1873 44° 19' 59.8739" E 31° 58' 59.8798" N An-Najaf Iraq 482576
1874 21° 56' 31.2010" E 47° 03' 28.8111" N Oradea Romania 206614
1875 35° 19' 26.4049" E 36° 59' 59.9962" N Seyhan Turkey -999
1876 30° 53' 56.3944" E 3° 01' 26.4000" N Arua Uganda 55585
1877 63° 29' 56.3866" E 49° 37' 33.6000" N Turgay Kazakhstan -999
1878 22° 22' 08.3872" E 37° 30' 28.8144" N Tripoli Greece 26561
1879 32° 17' 05.9942" E 2° 46' 44.4070" N Gulu Uganda 146858
1880 13° 09' 24.8159" E 32° 53' 35.2606" N Tripoli Libya 1150989
1881 36° 12' 29.8992" E 49° 59' 22.8193" N Kharkiv Ukraine 1430885
1882 19° 41' 34.7979" E 46° 54' 21.6073" N Kecskemet Hungary 109847
1883 34° 38' 45.6158" E 36° 47' 49.2142" N Mersin Turkey 537842
1884 84° 58' 15.5940" E 56° 28' 40.7893" N Tomsk Russia 485519
1885 12° 43' 47.9866" E 32° 45' 14.3894" N Az-Zawiyah Libya 4917
1886 34° 33' 03.6014" E 49° 35' 34.7890" N Poltava Ukraine 317847
1887 30° 16' 30.0051" E 0° 40' 15.6147" N Fort-Portal Uganda 42670
1888 14° 16' 11.9182" E 32° 39' 01.1087" N Al-Khums Libya 201943
1889 15° 05' 41.9942" E 32° 22' 26.3967" N Misratah Libya 386120
1890 69° 00' 00.0123" E 61° 01' 01.2107" N Khanty-Mansiysk Russia 67800
1891 39° 14' 59.9978" E 48° 37' 59.8798" N Luhans'k Ukraine 452000
1892 21° 06' 03.6158" E 46° 40' 19.2073" N Bekescsaba Hungary 65206
1893 36° 07' 00.0349" E 36° 14' 00.0024" N Antioch Turkey 154803
1894 32° 31' 59.8776" E 0° 34' 59.8766" N Bombo Uganda -999
1895 13° 01' 00.1213" E 32° 09' 57.6001" N Gharyan Libya -999
1896 20° 09' 25.2121" E 46° 15' 21.6146" N Szeged Hungary 164883
1897 35° 47' 31.2050" E 35° 31' 15.6071" N Al-Ladhiqiyah Syria -999
1898 86° 35' 57.4345" E 67° 29' 37.8709" N Igarka Russia 7470
1899 35° 08' 16.7942" E 48° 25' 22.7893" N Dnipropetrovs'k Ukraine 1032822
1900 33° 12' 10.7939" E 0° 26' 16.8111" N Jinja Uganda 93061
1901 20° 04' 04.8087" E 32° 07' 19.1967" N Benghazi Libya 650629
1902 21° 19' 33.6159" E 46° 11' 23.9925" N Arad Romania 169065
1903 32° 34' 29.9871" E 0° 19' 22.8037" N Kampala Uganda 1353189
1904 69° 13' 00.1068" E 54° 52' 59.8658" N Petropavlovsk Kazakhstan 200920
1905 33° 56' 59.9939" E 35° 06' 21.6110" N Ammochostos Cyprus 42526
1906 20° 13' 26.3979" E 30° 45' 36.0073" N Ajdabiya Libya 134358
1907 35° 53' 52.8124" E 34° 53' 31.2039" N Tartus Syria 89457
1908 37° 44' 13.3954" E 48° 02' 24.5254" N Donets'k Ukraine 1024700
1909 14° 25' 51.5869" E 27° 03' 53.9928" N Sabha Libya -999
1910 22° 47' 38.4120" E 10° 16' 33.6071" N Birao Central-African-Republic 10178
1911 73° 15' 00.0051" E 55° 03' 46.7966" N Omsk Russia 1129281
1912 21° 14' 16.8085" E 45° 45' 21.6000" N Timisoara Romania 315053
1913 35° 09' 25.1906" E 47° 51' 14.3964" N Zaporiyhzhya Ukraine 796217
1914 13° 54' 36.0156" E 25° 54' 36.0036" N Murzuq Libya 43732
1915 31° 39' 17.9938" E 9° 31' 48.0035" N Malakal South-Sudan 160765
1916 69° 24' 10.7868" E 53° 16' 26.3889" N Kokshetau Kazakhstan 124444
1917 36° 00' 25.4678" E 34° 20' 37.5253" N Tripoli Lebanon 229398
1918 76° 57' 46.7868" E 52° 16' 55.1964" N Pavlodar Kazakhstan 329002
1919 31° 47' 56.3941" E 41° 27' 21.5926" N Zonguldak Turkey 100229
1920 21° 53' 31.1871" E 45° 17' 27.5893" N Resita Romania 81228
1921 38° 57' 39.6014" E 45° 02' 13.1963" N Krasnodar Russia 649851
1922 31° 36' 43.1869" E 40° 44' 20.4141" N Bolu Turkey 96629
1923 27° 59' 31.1939" E 7° 41' 45.5965" N Wau South-Sudan 127384
1924 33° 37' 15.6122" E 40° 36' 25.2033" N Cankiri Turkey 71379
1925 71° 25' 55.2051" E 51° 11' 20.4106" N Astana Kazakhstan 345604
1926 37° 42' 00.0048" E 55° 44' 59.9857" N Moscow Russia 10381222
1927 26° 29' 42.0048" E 5° 23' 20.4070" N Obo Central-African-Republic 12887
1928 36° 16' 40.8051" E 54° 31' 26.3925" N Kaluga Russia 338978
1929 35° 29' 59.9870" E 33° 52' 59.9738" N Beirut Lebanon 1916100
1930 15° 39' 36.0011" E 78° 12' 00.0037" N Longyearbyen Svalbard 1232
1931 32° 51' 10.7906" E 39° 55' 44.4142" N Ankara Turkey 3517182
1932 73° 12' 09.4837" E 49° 52' 45.1418" N Karaganda Kazakhstan 451800
1933 37° 36' 32.4085" E 54° 12' 39.5856" N Tula Russia 468825
1934 33° 19' 58.8123" E 35° 19' 33.5965" N Kyrenia Cyprus 26701
1935 22° 49' 32.6543" E 4° 44' 16.6236" N Bangassou Central-African-Republic 24361
1936 18° 57' 14.4013" E 69° 40' 01.2071" N Tromso Norway 52436
1937 34° 26' 52.8156" E 53° 15' 25.1854" N Klintsy Russia 66336
1938 67° 42' 35.9907" E 47° 46' 51.6001" N Zhezkazgan Kazakhstan 104357
1939 33° 22' 08.4122" E 35° 10' 15.6038" N Nicosia Cyprus 200452
1940 35° 55' 08.4012" E 33° 50' 34.7893" N Zahle Lebanon 78145
1941 25° 11' 45.6159" E 0° 31' 08.4109" N Kisangani Congo;-DRC 539158
1942 33° 38' 09.5906" E 34° 55' 01.2108" N Larnaka Cyprus 48947
1943 32° 25' 00.1356" E 34° 44' 59.9966" N Paphos Cyprus 35961
1944 36° 05' 31.1944" E 52° 59' 41.9890" N Orel Russia 324200
1945 78° 22' 40.8123" E 45° 00' 46.7858" N Taldykorgan Kazakhstan 200000
1946 17° 17' 59.9939" E 68° 20' 59.9855" N Narvik Norway 14114
1947 31° 16' 48.0157" E 21° 45' 36.0071" N Wadi-Halfa Sudan -999
1948 36° 10' 26.3907" E 51° 44' 31.1965" N Kursk Russia 409431
1949 35° 31' 59.8668" E 33° 49' 59.8943" N B'abda Lebanon -999
1950 33° 03' 03.5907" E 34° 40' 58.8108" N Lemesos Cyprus 154000
1951 29° 45' 03.6121" E 70° 04' 55.2038" N Vadso Norway 5139
1952 82° 36' 00.0087" E 50° 00' 00.0144" N Ust'-Kamenogorsk Kazakhstan 319067
1953 39° 16' 08.3943" E 51° 42' 53.9965" N Voronezh Russia 848752
1954 22° 38' 20.3872" E 32° 45' 14.4216" N Darnah Libya 78782
1955 86° 03' 14.4155" E 55° 23' 06.0035" N Kemerovo Russia 477090
1956 30° 28' 26.4012" E 19° 10' 08.4035" N Dongola Sudan -999
1957 34° 49' 59.8923" E 50° 56' 59.9965" N Sumy Ukraine 294456
1958 82° 56' 34.8050" E 55° 01' 55.2107" N Novosibirsk Russia 1419007
1959 27° 14' 13.1903" E 31° 20' 59.9890" N Marsa-Matruh Egypt 62042
1960 32° 28' 48.0048" E 15° 37' 12.0144" N Omdurman Sudan 1200000
1961 37° 09' 33.4128" E 36° 12' 55.9477" N Aleppo Syria 1602264
1962 50° 45' 59.9774" E 61° 40' 00.0048" N Syktyvkar Russia 230139
1963 33° 05' 09.5941" E 68° 57' 50.4110" N Murmansk Russia 319263
1964 30° 45' 32.4122" E 28° 05' 20.3999" N El-Minya Egypt -999
1965 87° 10' 12.0160" E 53° 42' 00.0108" N Novokuznetsk Russia 539616
1966 49° 41' 59.9943" E 58° 37' 59.9738" N Vyatka Russia 457383
1967 31° 11' 06.0013" E 27° 11' 02.3855" N Asyut Egypt 420585
1968 32° 31' 47.9872" E 15° 33' 00.0070" N Khartoum Sudan 1974647
1969 83° 45' 00.0155" E 53° 21' 00.0075" N Barnaul Russia 599579
1970 31° 41' 42.0119" E 26° 32' 41.9858" N Sohag Egypt -999
1971 39° 02' 13.1872" E 35° 56' 49.1962" N Ar-Raqqah Syria 177636
1972 56° 13' 56.8538" E 58° 00' 00.8605" N Perm' Russia 982419
1973 23° 42' 28.7941" E 70° 40' 37.2001" N Hammerfest Norway 6788
1974 25° 21' 00.0121" E 13° 37' 37.1967" N El-Fasher Sudan 252609
1975 36° 38' 27.5943" E 35° 55' 58.8144" N Idlib Syria 128840
1976 85° 58' 01.2046" E 51° 57' 14.4106" N Gorno-Altaysk Russia 54917
1977 32° 43' 48.0119" E 26° 09' 43.2036" N Qena Egypt 235362
1978 53° 14' 00.0072" E 56° 51' 00.0107" N Izevsk Russia 631038
1979 30° 09' 35.9978" E 13° 10' 47.9854" N El-Obeid Sudan 393311
1980 30° 13' 15.6047" E 55° 11' 52.7963" N Vitsyebsk Belarus 342700
1981 36° 45' 07.2157" E 35° 08' 16.7928" N Hamah Syria 460602
1982 47° 52' 00.0167" E 56° 37' 59.9806" N Yaskar-Ola Russia -999
1983 30° 33' 25.1940" E 25° 26' 09.5930" N El-Kharga Egypt -999
1984 80° 14' 09.5976" E 50° 25' 01.2035" N Semipalatinsk Kazakhstan 292780
1985 44° 07' 59.8814" E 17° 28' 59.8837" N Najran Saudi-Arabia 258573
1986 32° 02' 13.2123" E 54° 47' 20.4107" N Smolensk Russia 320991
1987 32° 55' 04.8156" E 24° 04' 40.7890" N Aswan Egypt 241261
1988 36° 43' 05.4242" E 34° 44' 01.9357" N Homs Syria 775404
1989 54° 40' 01.1977" E 59° 01' 01.1854" N Kudymkar Russia 31596
1990 31° 48' 46.8087" E 31° 25' 19.1895" N Dumyat Egypt -999
1991 30° 20' 31.1903" E 53° 54' 39.5963" N Mahilyow Belarus 369200
1992 39° 48' 53.4215" E 21° 25' 38.5679" N Mecca Saudi-Arabia 1323624
1993 89° 58' 01.1904" E 48° 57' 43.1928" N Olgiy Mongolia 28400
1994 35° 09' 10.8047" E 42° 01' 22.7925" N Sinop Turkey 34834
1995 53° 01' 58.8154" E 67° 37' 01.2000" N Nar'yan-Mar Russia 18041
1996 30° 58' 47.9942" E 52° 26' 38.3966" N Homyel' Belarus 480951
1997 33° 46' 58.8119" E 41° 23' 20.4074" N Kastamonu Turkey 70402
1998 37° 13' 10.8816" E 19° 36' 56.5454" N Port-Sudan Sudan 489725
1999 32° 17' 31.2012" E 31° 15' 25.1998" N Port-Said Egypt -999
2000 53° 03' 10.8084" E 36° 33' 50.4107" N Sari Iran 255396
2001 64° 02' 24.0159" E 67° 30' 18.0143" N Vorkuta Russia 80039
2002 36° 19' 51.6085" E 41° 17' 34.7965" N Samsun Turkey 394050
2003 31° 18' 43.1975" E 51° 30' 14.4110" N Chernihiv Ukraine 307684
2004 43° 45' 54.0088" E 16° 56' 34.8144" N Sa'Dah Yemen 31859
2005 53° 23' 45.6047" E 35° 34' 19.1854" N Semnan Iran 124826
2006 35° 50' 06.0119" E 40° 39' 00.0108" N Amasya Turkey 82896
