ID,CITY_NAME,CNTRY_NAME,STATUS,FIPS_CNTRY,POP,POP_RANK,POP_CLASS
1007,Dedougou,Burkina Faso,Provincial capital,UV,45341,7,Less than 50;000
1008,Austin,United States,Provincial capital,US,23451,7,Less than 50;000
1009,Bonao,Dominican Republic,Provincial capital,DR,73269,6,50;000 to 99;999
1010,Bechar,Algeria,Provincial capital,AG,143382,5,100;000 to 249;999
1011,Agadir,Morocco,Provincial capital,MO,698310,3,500;000 to 999;999
1012,Ouahigouya,Burkina Faso,Provincial capital,UV,61096,6,50;000 to 99;999
1013,Adrar,Algeria,Provincial capital,AG,-999,7,Less than 50;000
1014,San Antonio,United States,Other,US,1256810,2,1;000;000 to 4;999;999
1015,Yako,Burkina Faso,Provincial capital,UV,22904,7,Less than 50;000
1016,San Juan,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1017,Tindouf,Algeria,Other,AG,-999,7,Less than 50;000
1018,Kiffa,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1019,Monterrey,Mexico,Provincial capital,MX,1122874,2,1;000;000 to 4;999;999
1020,Neiba,Dominican Republic,Provincial capital,DR,18670,7,Less than 50;000
1021,Ziniare,Burkina Faso,Provincial capital,UV,12703,7,Less than 50;000
1022,Kaedi,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1023,Saltillo,Mexico,Provincial capital,MX,621250,3,500;000 to 999;999
1024,Ouagadougou,Burkina Faso,National and provincial capital,UV,1086505,2,1;000;000 to 4;999;999
1025,Selibabi,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1026,Azua,Dominican Republic,Provincial capital,DR,59139,6,50;000 to 99;999
1027,Ciudad Victoria,Mexico,Provincial capital,MX,269923,4,250;000 to 499;999
1028,Kayes,Mali,Provincial capital,ML,97464,6,50;000 to 99;999
1029,Reo,Burkina Faso,Provincial capital,UV,37535,7,Less than 50;000
1030,Bani,Dominican Republic,Provincial capital,DR,66709,6,50;000 to 99;999
1031,Aguascalientes,Mexico,Provincial capital,MX,658179,3,500;000 to 999;999
1032,Catio,Guinea-Bissau,Provincial capital,PU,9898,7,Less than 50;000
1033,Barahona,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1034,Boke,Guinea,Provincial capital,GV,15460,7,Less than 50;000
1035,Koudougou,Burkina Faso,Provincial capital,UV,87347,6,50;000 to 99;999
1036,Tepic,Mexico,Provincial capital,MX,280592,4,250;000 to 499;999
1037,Punta Palenque,Dominican Republic,Other,DR,-999,7,Less than 50;000
1038,Guanajuato,Mexico,Provincial capital,MX,78364,6,50;000 to 99;999
1039,Bo,Sierra Leone,Provincial capital,SL,174354,5,100;000 to 249;999
1040,Kombissiri,Burkina Faso,Provincial capital,UV,30137,7,Less than 50;000
1041,Guadalajara,Mexico,Provincial capital,MX,1640589,2,1;000;000 to 4;999;999
1042,Nagua,Dominican Republic,Provincial capital,DR,33862,7,Less than 50;000
1043,Robertsport,Liberia,Provincial capital,LI,11969,7,Less than 50;000
1044,Dori,Burkina Faso,Provincial capital,UV,37806,7,Less than 50;000
1045,Colima,Mexico,Provincial capital,MX,127235,5,100;000 to 249;999
1046,Telimele,Guinea,Provincial capital,GV,30311,7,Less than 50;000
1047,Fria,Guinea,Provincial capital,GV,-999,7,Less than 50;000
1048,Kaya,Burkina Faso,Provincial capital,UV,39229,7,Less than 50;000
1049,San Francisco De Macoris,Dominican Republic,Provincial capital,DR,124763,5,100;000 to 249;999
1050,Tampico,Mexico,Other,MX,309003,4,250;000 to 499;999
1051,Campeche,Mexico,Provincial capital,MX,205212,5,100;000 to 249;999
1052,Boffa,Guinea,Provincial capital,GV,2332,7,Less than 50;000
1053,Bogande,Burkina Faso,Provincial capital,UV,9854,7,Less than 50;000
1054,Samana,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1055,Kindia,Guinea,Provincial capital,GV,117062,5,100;000 to 249;999
1056,Jalapa,Mexico,Provincial capital,MX,425148,4,250;000 to 499;999
1057,Boulsa,Burkina Faso,Provincial capital,UV,17489,7,Less than 50;000
1058,Conakry,Guinea,National and provincial capital,GV,1767200,2,1;000;000 to 4;999;999
1059,Tlaxcala,Mexico,Provincial capital,MX,84670,6,50;000 to 99;999
1060,Cotui,Dominican Republic,Provincial capital,DR,41641,7,Less than 50;000
1061,Forecariah,Guinea,Provincial capital,GV,12358,7,Less than 50;000
1062,Zorgo,Burkina Faso,Provincial capital,UV,23892,7,Less than 50;000
1063,Koupela,Burkina Faso,Provincial capital,UV,32052,7,Less than 50;000
1064,Makeni,Sierra Leone,Provincial capital,SL,87679,6,50;000 to 99;999
1065,Kaduna,Nigeria,Provincial capital,NI,1582102,2,1;000;000 to 4;999;999
1066,Puebla,Mexico,Other,MX,1392099,2,1;000;000 to 4;999;999
1067,Monte Plata,Dominican Republic,Provincial capital,DR,15532,7,Less than 50;000
1068,Tenkodogo,Burkina Faso,Provincial capital,UV,37658,7,Less than 50;000
1069,Freetown,Sierra Leone,National and provincial capital,SL,802639,3,500;000 to 999;999
1070,Minna,Nigeria,Provincial capital,NI,291905,4,250;000 to 499;999
1071,Pita,Guinea,Provincial capital,GV,20052,7,Less than 50;000
1072,Manga,Burkina Faso,Provincial capital,UV,15173,7,Less than 50;000
1073,Abuja,Nigeria,National and provincial capital,NI,162135,5,100;000 to 249;999
1074,Dalaba,Guinea,Provincial capital,GV,-999,7,Less than 50;000
1075,Rivercess,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1076,Mamou,Guinea,Provincial capital,GV,41619,7,Less than 50;000
1077,Villahermosa,Mexico,Provincial capital,MX,362401,4,250;000 to 499;999
1078,Santo Domingo,Dominican Republic,National and provincial capital,DR,2201941,2,1;000;000 to 4;999;999
1079,Lokoja,Nigeria,Provincial capital,NI,60579,6,50;000 to 99;999
1080,Greenville,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1081,Oaxaca,Mexico,Provincial capital,MX,262566,4,250;000 to 499;999
1082,Enugu,Nigeria,Provincial capital,NI,688862,3,500;000 to 999;999
1083,Nouadhibou,Mauritania,Other,MR,72337,6,50;000 to 99;999
1084,San Cristobal,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1085,Sassandra,Cote d'Ivoire,Provincial capital,IV,23274,7,Less than 50;000
1086,Benin City,Nigeria,Provincial capital,NI,1125058,2,1;000;000 to 4;999;999
1087,Tuxtla Gutierrez,Mexico,Provincial capital,MX,481128,4,250;000 to 499;999
1088,Atar,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1089,Hato Mayor,Dominican Republic,Provincial capital,DR,0,7,Less than 50;000
1090,Asaba,Nigeria,Provincial capital,NI,73374,6,50;000 to 99;999
1091,Barclayville,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1092,El Seibo,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1093,Akjoujt,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1094,Awka,Nigeria,Provincial capital,NI,167738,5,100;000 to 249;999
1095,San Pedro,Cote d'Ivoire,Provincial capital,IV,-999,7,Less than 50;000
1096,Agadez,Niger,Provincial capital,NG,-999,7,Less than 50;000
1097,Veracruz,Mexico,Other,MX,568313,3,500;000 to 999;999
1098,Higuey,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1099,Tahoua,Niger,Provincial capital,NG,80425,6,50;000 to 99;999
1100,Tidjikdja,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1101,Tabou,Cote d'Ivoire,Provincial capital,IV,17134,7,Less than 50;000
1102,Harper,Liberia,Provincial capital,LI,32661,7,Less than 50;000
1103,Aleg,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
1104,Niamey,Niger,National and provincial capital,NG,774235,3,500;000 to 999;999
1105,Tingrela,Cote d'Ivoire,Provincial capital,IV,-999,7,Less than 50;000
1106,San Luis Potosi,Mexico,Provincial capital,MX,677704,3,500;000 to 999;999
1107,San Pedro De Macoris,Dominican Republic,Provincial capital,DR,217899,5,100;000 to 249;999
1108,Thies,Senegal,Provincial capital,SG,252320,4,250;000 to 499;999
1109,Boundiali,Cote d'Ivoire,Provincial capital,IV,38878,7,Less than 50;000
1110,Sokoto,Nigeria,Provincial capital,NI,563861,3,500;000 to 999;999
1111,Queretaro,Mexico,Provincial capital,MX,611785,3,500;000 to 999;999
1112,Dosso,Niger,Provincial capital,NG,49750,7,Less than 50;000
1113,La Romana,Dominican Republic,Provincial capital,DR,208437,5,100;000 to 249;999
1114,Odienne,Cote d'Ivoire,Provincial capital,IV,49857,7,Less than 50;000
1115,Pachuca,Mexico,Provincial capital,MX,319581,4,250;000 to 499;999
1116,Dakar,Senegal,National and provincial capital,SG,2476400,2,1;000;000 to 4;999;999
1117,Korhogo,Cote d'Ivoire,Provincial capital,IV,167359,5,100;000 to 249;999
1118,Birnin Kebbi,Nigeria,Provincial capital,NI,108164,5,100;000 to 249;999
1119,Diapaga,Burkina Faso,Provincial capital,UV,26013,7,Less than 50;000
1120,Cali,Colombia,Provincial capital,CO,2392877,2,1;000;000 to 4;999;999
1121,Morelia,Mexico,Provincial capital,MX,592797,3,500;000 to 999;999
1122,Voinjama,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1123,Kenema,Sierra Leone,Provincial capital,SL,143137,5,100;000 to 249;999
1124,Fada Ngourma,Burkina Faso,Provincial capital,UV,33910,7,Less than 50;000
1125,Popayan,Colombia,Provincial capital,CO,-999,7,Less than 50;000
1126,Mexico City,Mexico,National and provincial capital,MX,11285654,1,5;000;000 and greater
1127,Nzerekore,Guinea,Provincial capital,GV,132728,5,100;000 to 249;999
1128,Yomou,Guinea,Provincial capital,GV,3614,7,Less than 50;000
1129,Faya,Chad,Provincial capital,CD,13400,7,Less than 50;000
1130,Toluca,Mexico,Provincial capital,MX,505881,3,500;000 to 999;999
1131,Florencia,Colombia,Provincial capital,CO,130337,5,100;000 to 249;999
1132,Mao,Chad,Provincial capital,CD,18031,7,Less than 50;000
1133,Sanniquellie,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1134,Bol,Chad,Provincial capital,CD,-999,7,Less than 50;000
1135,Cuernavaca,Mexico,Provincial capital,MX,343769,4,250;000 to 499;999
1136,Diffa,Niger,Provincial capital,NG,27948,7,Less than 50;000
1137,Pasto,Colombia,Provincial capital,CO,382236,4,250;000 to 499;999
1138,Gbarnga,Liberia,Provincial capital,LI,45835,7,Less than 50;000
1139,Mocoa,Colombia,Provincial capital,CO,22035,7,Less than 50;000
1140,Ndjamena,Chad,National and provincial capital,CD,721081,3,500;000 to 999;999
1141,Chilpancingo De Los Bravo,Mexico,Provincial capital,MX,165250,5,100;000 to 249;999
1142,Kakata,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1143,Tulcan,Ecuador,Provincial capital,EC,-999,7,Less than 50;000
1144,Maiduguri,Nigeria,Provincial capital,NI,1112449,2,1;000;000 to 4;999;999
1145,Acapulco,Mexico,Other,MX,652136,3,500;000 to 999;999
1146,Bentol,Liberia,Provincial capital,LI,-999,7,Less than 50;000
1147,Ibarra,Ecuador,Provincial capital,EC,108666,5,100;000 to 249;999
1148,Coban,Guatemala,Provincial capital,GT,53375,6,50;000 to 99;999
1149,Damaturu,Nigeria,Provincial capital,NI,255895,4,250;000 to 499;999
1150,Tunja,Colombia,Provincial capital,CO,117479,5,100;000 to 249;999
1151,Buchanan,Liberia,Provincial capital,LI,25731,7,Less than 50;000
1152,Bozoum,Central African Republic,Provincial capital,CT,40201,7,Less than 50;000
1153,Huehuetenango,Guatemala,Provincial capital,GT,79426,6,50;000 to 99;999
1154,Monrovia,Liberia,National capital,LI,939524,3,500;000 to 999;999
1155,Manizales,Colombia,Provincial capital,CO,357814,4,250;000 to 499;999
1156,Bouar,Central African Republic,Provincial capital,CT,28581,7,Less than 50;000
1157,Dabola,Guinea,Provincial capital,GV,13057,7,Less than 50;000
1158,Bangui,Central African Republic,National and provincial capital,CT,542393,3,500;000 to 999;999
1159,Pereira,Colombia,Provincial capital,CO,440118,4,250;000 to 499;999
1160,Kouroussa,Guinea,Provincial capital,GV,14223,7,Less than 50;000
1161,Santa Cruz Del Quiche,Guatemala,Provincial capital,GT,23618,7,Less than 50;000
1162,Mobaye,Central African Republic,Provincial capital,CT,19431,7,Less than 50;000
1163,Kankan,Guinea,Provincial capital,GV,114009,5,100;000 to 249;999
1164,Armenia,Colombia,Provincial capital,CO,315328,4,250;000 to 499;999
1165,Faranah,Guinea,Provincial capital,GV,9350,7,Less than 50;000
1166,Mbaiki,Central African Republic,Provincial capital,CT,67132,6,50;000 to 99;999
1167,San Marcos,Guatemala,Provincial capital,GT,25088,7,Less than 50;000
1168,Kerouane,Guinea,Provincial capital,GV,7228,7,Less than 50;000
1169,Ibague,Colombia,Provincial capital,CO,421685,4,250;000 to 499;999
1170,Impfondo,Congo,Provincial capital,CF,20859,7,Less than 50;000
1171,Totonicapan,Guatemala,Provincial capital,GT,69734,6,50;000 to 99;999
1172,Villavicencio,Colombia,Provincial capital,CO,321717,4,250;000 to 499;999
1173,Mbandaka,Congo; DRC,Provincial capital,CG,184185,5,100;000 to 249;999
1174,Quezaltenango,Guatemala,Provincial capital,GT,-999,7,Less than 50;000
1175,Neiva,Colombia,Provincial capital,CO,352855,4,250;000 to 499;999
1176,Kissidougou,Guinea,Provincial capital,GV,47099,7,Less than 50;000
1177,Solola,Guatemala,Provincial capital,GT,45373,7,Less than 50;000
1178,Bertoua,Cameroon,Provincial capital,CM,218111,5,100;000 to 249;999
1179,Beyla,Guinea,Provincial capital,GV,-999,7,Less than 50;000
1180,Gueckedou,Guinea,Provincial capital,GV,-999,7,Less than 50;000
1181,Bogota,Colombia,National capital and provincial capital enclave,CO,7102602,1,5;000;000 and greater
1182,Retalhuleu,Guatemala,Provincial capital,GT,36656,7,Less than 50;000
1183,Berberati,Central African Republic,Provincial capital,CT,61815,6,50;000 to 99;999
1184,Macenta,Guinea,Provincial capital,GV,43102,7,Less than 50;000
1185,Touba,Cote d'Ivoire,Provincial capital,IV,27504,7,Less than 50;000
1186,Mazatenango,Guatemala,Provincial capital,GT,44132,7,Less than 50;000
1187,Biankouma,Cote d'Ivoire,Provincial capital,IV,22868,7,Less than 50;000
1188,Barranquilla,Colombia,Provincial capital,CO,1380425,2,1;000;000 to 4;999;999
1189,Yaounde,Cameroon,National and provincial capital,CM,1299369,2,1;000;000 to 4;999;999
1190,Salama,Guatemala,Provincial capital,GT,-999,7,Less than 50;000
1191,Man,Cote d'Ivoire,Provincial capital,IV,139341,5,100;000 to 249;999
1192,El Progreso,Guatemala,Provincial capital,GT,7350,7,Less than 50;000
1193,Nola,Central African Republic,Provincial capital,CT,26809,7,Less than 50;000
1194,Danane,Cote d'Ivoire,Provincial capital,IV,53808,6,50;000 to 99;999
1195,Chimaltenango,Guatemala,Provincial capital,GT,82370,6,50;000 to 99;999
1196,Valledupar,Colombia,Provincial capital,CO,308237,4,250;000 to 499;999
1197,Bangolo,Cote d'Ivoire,Provincial capital,IV,17712,7,Less than 50;000
1198,Cartagena,Colombia,Provincial capital,CO,952024,3,500;000 to 999;999
1199,Duekoue,Cote d'Ivoire,Provincial capital,IV,47198,7,Less than 50;000
1200,Guatemala,Guatemala,National and provincial capital,GT,994938,3,500;000 to 999;999
1201,Ebebiyin,Equatorial Guinea,Provincial capital,EK,24831,7,Less than 50;000
1202,Guiglo,Cote d'Ivoire,Provincial capital,IV,39134,7,Less than 50;000
1203,Sincelejo,Colombia,Provincial capital,CO,261187,4,250;000 to 499;999
1204,Antigua Guatemala,Guatemala,Provincial capital,GT,39368,7,Less than 50;000
1205,Escuintla,Guatemala,Provincial capital,GT,103165,5,100;000 to 249;999
1206,Zwedru,Liberia,Provincial capital,LI,25678,7,Less than 50;000
1207,Mongomo,Equatorial Guinea,Provincial capital,EK,6393,7,Less than 50;000
1208,Monteria,Colombia,Provincial capital,CO,272420,4,250;000 to 499;999
1209,Cuilapa,Guatemala,Provincial capital,GT,16484,7,Less than 50;000
1210,Mankono,Cote d'Ivoire,Provincial capital,IV,19095,7,Less than 50;000
1211,Ouesso,Congo,Provincial capital,CF,23915,7,Less than 50;000
1212,La Palma,Panama,Provincial capital,PM,1845,7,Less than 50;000
1213,Seguela,Cote d'Ivoire,Provincial capital,IV,51157,6,50;000 to 99;999
1214,Pinar Del Rio,Cuba,Provincial capital,CU,186990,5,100;000 to 249;999
1215,Oyem,Gabon,Provincial capital,GB,30870,7,Less than 50;000
1216,Zuenoula,Cote d'Ivoire,Provincial capital,IV,34435,7,Less than 50;000
1217,Medellin,Colombia,Provincial capital,CO,1999979,2,1;000;000 to 4;999;999
1218,Santa Clara,Cuba,Provincial capital,CU,250512,4,250;000 to 499;999
1219,Vavoua,Cote d'Ivoire,Provincial capital,IV,31250,7,Less than 50;000
1220,Quibdo,Colombia,Provincial capital,CO,75104,6,50;000 to 99;999
1221,Makokou,Gabon,Provincial capital,GB,13571,7,Less than 50;000
1222,Cienfuegos,Cuba,Provincial capital,CU,186644,5,100;000 to 249;999
1223,Bouafle,Cote d'Ivoire,Provincial capital,IV,60962,6,50;000 to 99;999
1224,Maracaibo,Venezuela,Provincial capital,VE,2225000,2,1;000;000 to 4;999;999
1225,Maroua,Cameroon,Provincial capital,CM,319941,4,250;000 to 499;999
1226,Sancti Spiritus,Cuba,Provincial capital,CU,127069,5,100;000 to 249;999
1227,Daloa,Cote d'Ivoire,Provincial capital,IV,215652,5,100;000 to 249;999
1228,Sinfra,Cote d'Ivoire,Provincial capital,IV,59919,6,50;000 to 99;999
1229,Trujillo,Venezuela,Provincial capital,VE,38110,7,Less than 50;000
1230,Bongor,Chad,Provincial capital,CD,27770,7,Less than 50;000
1231,Nueva Gerona,Cuba,Provincial capital,CU,20264,7,Less than 50;000
1232,Issia,Cote d'Ivoire,Provincial capital,IV,1937,7,Less than 50;000
1233,Gagnoa,Cote d'Ivoire,Provincial capital,IV,123184,5,100;000 to 249;999
1234,Lai,Chad,Provincial capital,CD,19382,7,Less than 50;000
1235,Merida,Venezuela,Provincial capital,VE,300000,4,250;000 to 499;999
1236,Ciego De Avila,Cuba,Provincial capital,CU,142027,5,100;000 to 249;999
1237,Lakota,Cote d'Ivoire,Provincial capital,IV,38055,7,Less than 50;000
1238,George Town,Cayman Is.,National and provincial capital,CJ,29370,7,Less than 50;000
1239,Soubre,Cote d'Ivoire,Provincial capital,IV,58492,6,50;000 to 99;999
1240,Garoua,Cameroon,Provincial capital,CM,436899,4,250;000 to 499;999
1241,Cucuta,Colombia,Provincial capital,CO,721398,3,500;000 to 999;999
1242,Halifax,Canada,Provincial capital,CA,359111,4,250;000 to 499;999
1243,Bobo Dioulasso,Burkina Faso,Provincial capital,UV,360106,4,250;000 to 499;999
1244,Yola,Nigeria,Provincial capital,NI,96006,6,50;000 to 99;999
1245,Orodara,Burkina Faso,Provincial capital,UV,18632,7,Less than 50;000
1246,Jalingo,Nigeria,Provincial capital,NI,117757,5,100;000 to 249;999
1247,San Cristobal,Venezuela,Provincial capital,VE,246583,5,100;000 to 249;999
1248,Hamilton,Bermuda,National and provincial capital,BD,902,7,Less than 50;000
1249,Diebougou,Burkina Faso,Provincial capital,UV,12732,7,Less than 50;000
1250,Banfora,Burkina Faso,Provincial capital,UV,60288,6,50;000 to 99;999
1251,Doba,Chad,Provincial capital,CD,24336,7,Less than 50;000
